年度,场数,命中,出手,三分命中,三分出手,罚球命中,罚球出手,进攻,防守,得分,篮板,助攻,抢断,盖帽,失误,犯规
2018 赛季,22,904,1895,268,720,435,535,223,730,2511,953,625,163,125,328,511
2017 赛季,21,866,1806,235,659,352,428,192,753,2319,945,547,165,122,270,414
2016 赛季,17,730,1479,216,559,352,432,158,620,2028,778,480,148,104,232,370
2015 赛季,24,934,2055,306,778,411,559,252,785,2585,1037,583,191,131,336,527
2014 赛季,21,802,1769,240,641,325,465,243,715,2169,958,515,168,121,307,471
2013 赛季,7,268,582,67,184,142,195,92,207,745,299,171,49,32,121,177
2012 赛季,12,468,1013,104,268,192,261,138,415,1232,553,260,77,59,198,285
2006 赛季,11,402,893,,,247,336,126,295,1173,421,189,113,60,164,293
