年度,场数,命中,出手,三分命中,三分出手,罚球命中,罚球出手,进攻,防守,得分,篮板,助攻,抢断,盖帽,失误,犯规
2017 赛季,5,190,413,45,109,83,114,43,183,508,226,112,25,16,63,91
2003 赛季,18,611,1387,,,327,419,174,582,1655,756,347,119,93,270,437
2002 赛季,6,225,486,,,125,155,53,200,603,253,132,41,21,95,145
2001 赛季,3,108,243,,,75,104,43,105,306,148,48,17,8,47,81
2000 赛季,4,123,318,,,70,86,44,126,328,170,74,30,23,51,97
1999 赛季,4,137,306,,,55,70,41,99,341,140,94,24,16,47,95
1998 赛季,4,128,323,,,56,73,57,117,322,174,75,26,24,58,96
1997 赛季,5,166,399,,,82,102,68,129,451,197,116,37,18,70,113
1996 赛季,3,120,266,,,40,54,42,74,299,116,72,23,12,28,70
