年度,场数,%,三分%,罚球%,进攻,防守,场均得分,场均篮板,场均助攻,场均抢断,场均盖帽,失误,犯规
2015 赛季,7,39.6,30.8,83.9,7.1,29.7,90.3,36.9,13.6,5.7,3.3,9.4,17.4
2013 赛季,4,44.9,36.5,71.3,8.3,31.5,92.0,39.8,19.8,4.3,4.5,15.0,20.3
2009 赛季,4,44.3,0.0,71.6,8.5,28.0,85.5,36.5,20.3,5.5,,15.5,
